event_id,dataset,setting,vehicle,file,attack_type,start_time,end_time,start_index,end_index,num_positive_samples,duration_seconds,gap_threshold,construction_rule
ctt_test04_86,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1011.0,1012.0,30037,30038,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_87,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1013.0,1014.0,30039,30040,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_88,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1015.0,1016.0,30041,30042,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_89,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1017.0,1018.0,30043,30044,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_90,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1019.0,1020.0,30045,30046,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_91,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1021.0,1022.0,30047,30048,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_92,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1023.0,1024.0,30049,30050,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_93,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1025.0,1026.0,30051,30052,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_94,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1027.0,1028.0,30053,30054,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_95,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1029.0,1030.0,30055,30056,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_96,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1031.0,1032.0,30057,30058,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_97,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1033.0,1034.0,30059,30060,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_98,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1035.0,1036.0,30061,30062,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_99,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1037.0,1038.0,30063,30064,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_100,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1039.0,1040.0,30065,30066,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_101,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1041.0,1042.0,30067,30068,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_102,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1043.0,1044.0,30069,30070,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_103,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1045.0,1046.0,30071,30072,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_104,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1047.0,1048.0,30073,30074,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_105,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1049.0,1050.0,30075,30076,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_106,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1051.0,1052.0,30077,30078,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_107,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1053.0,1054.0,30079,30080,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_108,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1055.0,1056.0,30081,30082,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_109,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1057.0,1058.0,30083,30084,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_110,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1059.0,1060.0,30085,30086,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_111,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1061.0,1062.0,30087,30088,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_112,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1063.0,1064.0,30089,30090,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_113,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1065.0,1066.0,30091,30092,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_114,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1067.0,1068.0,30093,30094,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_115,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1069.0,1070.0,30095,30096,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_116,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1071.0,1072.0,30097,30098,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_117,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1073.0,1074.0,30099,30100,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_118,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1075.0,1076.0,30101,30102,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_119,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1077.0,1078.0,30103,30104,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_120,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1079.0,1080.0,30105,30106,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_121,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1081.0,1082.0,30107,30108,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_122,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1083.0,1084.0,30109,30110,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_123,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1085.0,1086.0,30111,30112,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_124,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1087.0,1088.0,30113,30114,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_125,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1089.0,1090.0,30115,30116,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_126,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1091.0,1092.0,30117,30118,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_127,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1093.0,1094.0,30119,30120,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_128,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1095.0,1096.0,30121,30122,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_129,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1097.0,1098.0,30123,30124,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_130,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1099.0,1100.0,30125,30126,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_131,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1101.0,1102.0,30127,30128,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_132,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1103.0,1104.0,30129,30130,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_133,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1105.0,1106.0,30131,30132,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_134,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1107.0,1108.0,30133,30134,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_135,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1109.0,1110.0,30135,30136,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_136,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1111.0,1112.0,30137,30138,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_137,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1113.0,1114.0,30139,30140,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_138,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1115.0,1116.0,30141,30142,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_139,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1117.0,1118.0,30143,30144,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_140,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1119.0,1120.0,30145,30146,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_141,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1121.0,1122.0,30147,30148,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_142,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1123.0,1124.0,30149,30150,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_143,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1125.0,1126.0,30151,30152,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_144,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1127.0,1128.0,30153,30154,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_145,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1129.0,1130.0,30155,30156,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_146,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1131.0,1132.0,30157,30158,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_147,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1133.0,1134.0,30159,30160,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_148,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1135.0,1136.0,30161,30162,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_149,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1137.0,1138.0,30163,30164,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_150,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1139.0,1140.0,30165,30166,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_151,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1141.0,1143.0,30167,30169,1,2.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_152,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1144.0,1145.0,30170,30171,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_153,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1146.0,1147.0,30172,30173,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_154,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1148.0,1149.0,30174,30175,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_155,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1150.0,1151.0,30176,30177,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_156,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1152.0,1153.0,30178,30179,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_157,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1154.0,1155.0,30180,30181,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_158,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1156.0,1157.0,30182,30183,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_159,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1158.0,1159.0,30184,30185,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_160,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1160.0,1161.0,30186,30187,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_161,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1162.0,1163.0,30188,30189,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_162,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1164.0,1165.0,30190,30191,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_163,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1166.0,1167.0,30192,30193,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_164,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1168.0,1169.0,30194,30195,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_165,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1170.0,1171.0,30196,30197,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_166,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1172.0,1173.0,30198,30199,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_167,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1174.0,1175.0,30200,30201,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_168,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1176.0,1177.0,30202,30203,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_169,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1178.0,1179.0,30204,30205,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_170,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1180.0,1181.0,30206,30207,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_171,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1182.0,1183.0,30208,30209,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_172,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1184.0,1185.0,30210,30211,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_173,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1186.0,1187.0,30212,30213,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_174,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1188.0,1189.0,30214,30215,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_175,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1190.0,1191.0,30216,30217,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_176,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1192.0,1193.0,30218,30219,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_177,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1194.0,1195.0,30220,30221,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_178,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1196.0,1197.0,30222,30223,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_179,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1198.0,1199.0,30224,30225,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_180,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1200.0,1201.0,30226,30227,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_181,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1202.0,1203.0,30228,30229,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_182,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1204.0,1205.0,30230,30231,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_183,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1206.0,1207.0,30232,30233,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_184,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1208.0,1209.0,30234,30235,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_185,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1210.0,1211.0,30236,30237,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_186,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1212.0,1213.0,30238,30239,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_187,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1214.0,1215.0,30240,30241,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_188,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1216.0,1217.0,30242,30243,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_189,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1218.0,1219.0,30244,30245,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_190,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1220.0,1221.0,30246,30247,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_191,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1222.0,1223.0,30248,30249,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
ctt_test04_192,ctt,ctt_test04,NA,data/raw/can-train-and-test/set_01/test_04_unknown_vehicle_unknown_attack/fuzzing-4.csv,fuzzing-4,1224.0,1225.0,30250,30251,1,1.0,window-contiguous,label transition 0->1 and contiguous positive aggregate windows
